"","f_zip","num_facilities","county","region","zip_CMS_overall_rating","zip_CMP_count","zip_DPNA_count","zip_N2009_Abuse","zip_N2009_Admin","zip_N2009_Care","zip_N2009_Environ","zip_N2009_Nutri","zip_N2009_Rights","zip_N2009_Staff","zip_N2009_Total","zip_N2010_Abuse","zip_N2010_Admin","zip_N2010_Care","zip_N2010_Environ","zip_N2010_Nutri","zip_N2010_Rights","zip_N2010_Staff","zip_N2010_Total","zip_N2011_Abuse","zip_N2011_Admin","zip_N2011_Care","zip_N2011_Environ","zip_N2011_Nutri","zip_N2011_Rights","zip_N2011_Staff","zip_N2011_Total","zip_N2012_Abuse","zip_N2012_Admin","zip_N2012_Care","zip_N2012_Environ","zip_N2012_Nutri","zip_N2012_Rights","zip_N2012_Staff","zip_N2012_Total","zip_N2013_Abuse","zip_N2013_Admin","zip_N2013_Care","zip_N2013_Environ","zip_N2013_Nutri","zip_N2013_Rights","zip_N2013_Staff","zip_N2013_Total","zip_PCT_ADMIN","zip_PCT_CAPITAL","zip_PCT_DIRECT","zip_PCT_OCARE","zip_abuse_current","zip_abuse_previous","zip_abuse_prior","zip_abuse_tot","zip_activities_of_daily_living","zip_admin_current","zip_admin_previous","zip_admin_prior","zip_admin_tot","zip_afam","zip_aid_hprd","zip_all_current","zip_all_previous","zip_all_prior","zip_all_tot","zip_asan","zip_benefits","zip_catheter","zip_caucasn","zip_class_AA_count","zip_class_A_count","zip_class_B_count","zip_depeat","zip_depsum","zip_deptoil","zip_deptran","zip_env_current","zip_env_previous","zip_env_prior","zip_env_tot","zip_ex_total","zip_fall","zip_federal_penalty_amount","zip_high_risk_pressure_sores","zip_hispan","zip_less45","zip_long_antipsychotic","zip_long_stay_pain","zip_ls_current","zip_ls_previous","zip_ls_prior","zip_ls_tot","zip_lvn_hprd","zip_nativ","zip_net_income_03","zip_net_income_04","zip_net_income_05","zip_net_income_06","zip_net_income_07","zip_net_income_08","zip_net_income_09","zip_net_income_10","zip_net_income_11","zip_net_income_current","zip_netincomemargin_03","zip_netincomemargin_04","zip_netincomemargin_05","zip_netincomemargin_06","zip_netincomemargin_07","zip_netincomemargin_08","zip_netincomemargin_09","zip_netincomemargin_10","zip_netincomemargin_11","zip_netincomemargin_current","zip_nhoverall_rating","zip_numbeds","zip_nursing_turnover","zip_nut_current","zip_nut_previous","zip_nut_prior","zip_nut_tot","zip_occup_rate","zip_othrace","zip_over85","zip_pct_behv","zip_pct_exsp","zip_pct_imp","zip_pct_mcal","zip_pct_mcare","zip_pct_other","zip_pct_phys","zip_pct_reh","zip_pct_self","zip_pctfem","zip_pctmale","zip_pharm_current","zip_pharm_previous","zip_pharm_prior","zip_pharm_tot","zip_pt_hprd","zip_qc_current","zip_qc_previous","zip_qc_prior","zip_qc_rating","zip_qc_tot","zip_qualityoffacility_rating","zip_ra_current","zip_ra_previous","zip_ra_prior","zip_ra_tot","zip_restraints","zip_rev_mcal","zip_rev_mcare","zip_rev_other","zip_rev_self","zip_rr_current","zip_rr_previous","zip_rr_prior","zip_rr_tot","zip_short_antipsychotic","zip_short_stay_pain","zip_short_stay_pressure_sores","zip_srn_hprd","zip_staffingrating","zip_state_penalty_amount","zip_tot_hprd","zip_total_abuse","zip_total_admin","zip_total_care","zip_total_environ","zip_total_nutri","zip_total_rights","zip_total_staff","zip_total_total","zip_urinary_tract_infection","zip_wph_admin","zip_wph_aide","zip_wph_lic","zip_yr45to64","zip_yr65to84","zip_cmswatchlist","zip_accred","zip_campaignexcellence","zip_aids","zip_alzheimers","zip_chain_facs","zip_num_freestanding","zip_num_hospital","zip_hospice","zip_icf","zip_mcare_days_high","zip_mcare_days_low","zip_mental_health","zip_has_mlrc","zip_for_profit","zip_non_profit","zip_govt_owned","zip_mcal_payment","zip_mcare_payment","zip_private_pay","zip_residential","zip_rehabilitation","zip_substance_abuse","zip_ventilator","zippop","sd1_district","sd1_pct","sd1_num","sd2_district","sd2_pct","sd2_num","sd3_district","sd3_pct","sd3_num","ad1_district","ad1_pct","ad1_num","ad2_district","ad2_pct","ad2_num","ad3_district","ad3_pct","ad3_num","ad4_district","ad4_pct","ad4_num","ad5_district","ad5_pct","ad5_num","cd1_district","cd1_pct","cd1_num","cd2_district","cd2_pct","cd2_num","cd3_district","cd3_pct","cd3_num","cd4_district","cd4_pct","cd4_num","justzip","num_beds","num_emtpy_beds","total_beds","num_empty_beds"
"296","93023
(34.443262063000475, -119.2589965419997)",3,"Ventura","Santa Barbara/Ventura",3.3,0,0,0.3,0.3,2.7,0,0,0.3,0,3.7,0.7,0,0.3,0,0,0,0,1,0,0,0.3,0,0,0,0,0.3,0.7,0,4.3,0,0,0,0,5,4.7,2.7,4.3,0,0,0.7,0,12.3,18.2,5.4,55.5,20.9,0.3,0,1.3,1.7,8.9,1.7,0.7,0.3,2.7,2,2.6,18.7,12,10.7,41.3,1.7,6.7,1.3,88.3,0,0,1,12.3,17,19,19.3,0.7,1,0.3,2,211.1,5.1,0,0,6.7,1.7,18.9,5,4,4.7,4.3,13,0.9,0,494547.7,360544.3,-651634.7,317661.3,-284133,-46753,-308949.3,825182,-754393.7,-175456,-3.5,-6.3,-7.5,6.6,-18.8,-12.8,-7.1,-4.2,-13.3,-6.2,2,56,65,0.7,0.7,0,1.3,88,8,39.3,1.7,29.7,11.8,79.4,13.3,1.5,47.4,9.4,8.7,62,38,1.3,0.3,0.3,2,0.1,5.3,2.3,3,3,10.7,1.7,2,1,0,3,15.2,262.7,515.9,460.1,226.8,2.7,1.3,1,5,0,24.1,1.9,0.9,3,933.3,4.4,6.3,3,12,0,0,1,0,22.3,6.3,59.4,14.8,31.8,15,44,0,0,0,0,0,0,2,1,0,0,1,2,0,0,1,2,0,3,3,0,1,0,0,0,12845,19,"100%",12845,NA,"",NA,NA,"",NA,37,"100%",12845,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,26,"99.9%",12838,24,"0.1%",7,NA,"",NA,NA,"",NA,"93023",20.16,20.16,168,20.16
"297","93030
(34.20450401100044, -119.17665868899968)",1,"Ventura","Santa Barbara/Ventura",5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,25.9,8.9,53.8,11.4,0,0,0,0,6.1,0,0,0,0,2,2.3,9,6,5,20,7,6.2,0,45,0,0,0,20,23,29,22,0,1,0,1,292.2,0,0,11.3,46,0,9.3,0,6,2,3,11,0.6,0,-1650598,578218,886384,1055087,1056982,1131515,1007785,1110913,993587,1075510,-30.2,8.6,11.6,11.9,11.5,11.6,10,10.2,8.7,9.4,5,99,34.8,1,0,0,1,91,46,57,0,16.9,1.1,48.7,31.6,15.5,46.1,36,4.1,67,33,1,1,0,2,0.3,1,1,2,5,4,5,0,0,0,0,0,181.1,620.1,336.4,219.2,0,1,0,1,0.6,3.6,0,0.7,2,0,3.6,1,2,2,0,0,0,0,5,10.9,66.4,12.6,28.6,6,37,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,19245,19,"100%",19245,NA,"",NA,NA,"",NA,44,"86%",16546,37,"14%",2699,NA,"",NA,NA,"",NA,NA,"",NA,26,"100%",19245,NA,"",NA,NA,"",NA,NA,"",NA,"93030",8.91,8.91,99,8.91
"298","93033
(34.168010310000454, -119.1702671859997)",2,"Ventura","Santa Barbara/Ventura",5,0,0,0.5,0.5,4,0.5,0,0,0,5.5,5,0,8.5,0,0,3,0,16.5,0,0,0.5,0,0,0,0,0.5,0,0,0,1,0,1,0,2,1,1,2,0,0,1,0,5,21.7,7.4,56.3,14.6,0,0.5,0.5,1,8.2,1,1,0,2,3,2.3,15.5,20,14,49.5,9,5,3.3,68.5,0,1.5,0,21,18.5,17,16.5,1,1.5,2,4.5,210.1,1,0,1.7,32,0.5,11.3,9.8,6,6,6,18,0.4,0,767117.5,641386,461862,191354.5,478882,199644.5,723221,908785.5,1540057,996056.5,7.9,3.4,0.4,-2.4,3.4,2.8,5.1,6.1,10.6,5.7,4,145.5,20.2,0,1,0,1,86.5,19.5,30.5,0,27.3,7.8,74.1,9.5,12.5,48.4,16.6,3.9,58.5,41.5,0,3,0,3,0.1,5,3,4,5,12,3,2,1,0,3,0,171,721.1,240.4,291.2,0.5,3,1.5,5,2.8,17.7,0,0.7,3,14000,3.5,6.5,1.5,15,1.5,0,5,0,29.5,4.1,63,11.8,27,15,54,0,0,1,0,0,1,2,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,22056,19,"100%",22056,NA,"",NA,NA,"",NA,44,"100%",22056,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,26,"100%",22056,NA,"",NA,NA,"",NA,NA,"",NA,"93033",39.285,39.285,291,39.285
"299","93036
(34.22951386300048, -119.17352593899972)",1,"Ventura","Santa Barbara/Ventura",2,0,0,2,0,3,0,0,0,0,5,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,7,9,0,16,0,0,9,0,34,23.4,6.1,56.2,14.4,2,1,0,3,4,3,1,2,6,7,2.1,40,22,21,83,3,6.8,1.4,55,0,1,0,16,19,20,20,3,4,3,10,271.5,1.7,0,2,35,3,27.1,2,5,4,6,15,0.8,0,222109,162756,238104,148518,12139,297749,483621,552903,752879,243865,4.7,3.1,4.2,2.7,0.2,4.5,6.7,7.4,9.3,3.1,2,82,41.1,1,2,0,3,93,35,31,0,24.1,5.1,68.9,18.2,7.2,30.4,40.5,5.7,61,39,5,1,2,8,0.1,13,5,7,5,25,1,6,0,0,6,1.7,190.9,640.9,256,254,2,4,1,7,3.7,20.4,1.6,0.6,3,10000,3.4,13,0,28,0,0,9,0,50,6.7,60.2,13.3,31.8,24,42,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,15839,19,"100%",15839,NA,"",NA,NA,"",NA,37,"77.9%",12332,44,"22.1%",3507,NA,"",NA,NA,"",NA,NA,"",NA,26,"100%",15839,NA,"",NA,NA,"",NA,NA,"",NA,"93036",5.74,5.74,82,5.74
"300","93060
(34.35137388700048, -119.0743468439997)",1,"Ventura","Santa Barbara/Ventura",3,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,3,4,7,0,0,4,0,18,27,10.4,49.8,12.8,0,1,2,3,14.5,2,1,0,3,1,2.3,8,20,18,46,0,4,4.5,56,0,1,0,11,19,24,21,0,2,1,3,211.6,6.8,65400,5.6,43,1,14.3,5.4,1,6,6,13,0.6,0,-61856,-113837,167012,-819244,-215220,-247039,-241614,79933,1001089,768372,-1.3,-2.2,2.9,-17.5,-4.2,-4.7,-3.9,1.2,13.9,10.1,2,99,51.5,0,0,3,3,89,43,39,1.3,36.4,2.6,78.2,8.5,10.7,36.4,23.4,2.6,62,38,0,2,0,2,0.1,2,6,6,4,14,2,2,0,0,2,0,175.4,720.7,279.1,261.7,1,2,0,3,2.3,35.4,0,0.4,2,10000,3.3,4,4,25,0,0,4,0,37,2.8,42.7,11.6,26,17,43,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,12519,19,"100%",12519,NA,"",NA,NA,"",NA,37,"100%",12519,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,26,"100%",12519,NA,"",NA,NA,"",NA,NA,"",NA,"93060",10.89,10.89,99,10.89
"301","93063
(34.27895133500044, -118.6970960869997)",1,"Ventura","Santa Barbara/Ventura",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,8.4,55.5,13.5,0,0,0,0,5.8,0,0,1,1,2,2.5,5,6,7,18,5,5.7,5.7,85,0,0,0,13,25,32,29,0,0,0,0,258.3,4.6,0,8.2,8,0,20.6,17.2,3,3,5,11,0.3,0,-172666,-115742,6849,-51776,-316204,344797,70753,192463,650359,-53200,-3.2,-2,0.1,-0.8,-4.9,4.7,1,2.4,7.2,-0.6,5,99,8,1,0,0,1,89,8,55,0,39.8,3.4,4.7,15.8,74.5,38.6,18.2,5.1,74,26,0,1,0,1,0.1,1,0,0,2,1,5,0,1,0,1,12.3,211.4,571.4,196.1,214.3,0,1,1,2,2.2,26.6,0.5,0.7,3,0,3.6,0,0,0,0,0,0,0,0,7.7,62.4,14.4,31.1,3,42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,29851,27,"100%",29851,NA,"",NA,NA,"",NA,38,"99.8%",29798,37,"0.2%",53,NA,"",NA,NA,"",NA,NA,"",NA,25,"99.8%",29798,26,"0.2%",53,NA,"",NA,NA,"",NA,"93063",10.89,10.89,99,10.89
"302","93105
(34.44032049500049, -119.7349962399997)",5,"Santa Barbara","Santa Barbara/Ventura",4.8,0,0,0.2,0.2,0,0,0,0,0,0.4,0.2,0,0.8,0,0,0,0,1,0.2,0,0.8,0,0,0,0,1,0.2,0,1,0,0,0,0,1.2,0,0,0,0,0,0,0,0,21.2,7.8,55.1,15.9,0,0.2,0.6,0.8,8.6,0.2,0.6,0,0.8,0.2,2.6,8.8,12,8.4,29.2,1.8,7.9,1.6,95.2,0,0.2,0.4,5.2,9,12.8,8.8,0.2,1,0.2,1.4,355.1,4.3,0,4.2,8.4,0,21.4,4.6,5,4.6,5.6,15.2,0.6,0,390709.5,143480,599803.4,813204.5,937348.4,1325950.6,1276086.2,1147283.2,1066401.4,1082174.6,9.7,5.6,15.3,12.2,21.4,11.4,10.2,26.2,7.4,5.8,4.6,75.6,21.7,0.6,1,0,1.6,78.2,2.8,71.8,0,16.6,2.8,25.6,19.5,14.3,56.4,24.2,40.6,71.6,28.4,0.8,1.2,0,2,0.2,1.4,2.2,1.4,4.8,5,4,0.4,0.4,0.2,1,0.6,210.9,530.4,511,318.3,0.2,0.8,0.4,1.4,0.9,13.6,0.5,0.6,3.2,2200,3.8,0.8,0.2,2.6,0,0,0,0,3.6,5.8,50.7,19.1,38.6,2.2,26,0,1,0,0,1,3,5,0,0,0,1,4,0,2,3,2,0,4,5,0,2,0,0,0,15317,19,"100%",15317,NA,"",NA,NA,"",NA,37,"100%",15317,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,24,"100%",15317,NA,"",NA,NA,"",NA,NA,"",NA,"93105",82.404,82.404,378,82.404
"303","93108
(34.43280363500048, -119.63572589899968)",1,"Santa Barbara","Santa Barbara/Ventura",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,5.8,55.2,22.1,0,0,0,0,13.3,2,1,1,4,0,3.6,11,14,16,41,0,10.7,0,100,0,0,0,15,13,13,13,0,1,0,1,NA,0,0,NA,0,0,25.7,NA,6,7,7,20,1.1,0,-1654731,-1887746,-822599,-641043,285646,NA,1195169,892262,-756015,1430552,-58.7,NA,-26.8,-21.8,10.2,NA,40.1,32.1,-32.2,56.4,5,52,20.3,0,2,2,4,82,0,93,2.1,25.5,4.3,0,3.8,96.2,55.3,12.8,0,71,29,1,2,0,3,0.1,2,0,4,5,6,4,0,0,1,1,0,NA,434.4,139.6,NA,0,1,1,2,NA,NA,0,1,5,0,5.6,0,0,3,0,0,0,0,3,2.9,49.3,18.2,34,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7508,19,"100%",7508,NA,"",NA,NA,"",NA,37,"100%",7508,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,24,"100%",7508,NA,"",NA,NA,"",NA,NA,"",NA,"93108",9.36,9.36,52,9.36
"304","93110
(34.44138067600045, -119.76407736199968)",1,"Santa Barbara","Santa Barbara/Ventura",4,0,0,2,1,7,0,0,0,0,10,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,1,8,0,0,0,0,9,23.5,6.7,52.5,17.4,0,1,0,1,11.6,2,0,1,3,2,2.4,22,4,8,34,2,5,3.6,73,0,1,7,16,20,23,21,4,0,0,4,218.2,5.4,0,4.8,23,1,27.5,6.4,3,2,4,9,0.6,1,-896212,-799341,-635237,365075,-495595,-619954,-163739,2071928,-292837,-202697,-16.2,-12.1,-8.4,3.9,-5.5,-7.4,-1.8,21.9,-11,-2.3,3,156,41.3,1,0,0,1,73,22,40,1.6,23.8,4.1,94.3,2,1.4,62.3,8.2,2.2,63,37,0,0,0,0,0.1,7,1,2,5,10,2,1,0,0,1,0,202.9,686.7,238.2,210.9,4,0,1,5,0,28.1,0,0.4,2,25300,3.5,4,2,21,0,0,0,0,27,0.9,67.7,16.6,32.3,20,39,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9259,19,"100%",9259,NA,"",NA,NA,"",NA,37,"100%",9259,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,24,"100%",9259,NA,"",NA,NA,"",NA,NA,"",NA,"93110",42.12,42.12,156,42.12
"305","93111
(34.44055078000048, -119.80468578299968)",2,"Santa Barbara","Santa Barbara/Ventura",4.5,0,0,0.5,0,0.5,0,0,0,0,1,0.5,0,1.5,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0,7.5,0,0,0,0,9.5,1,3,3,3.5,2,3.5,0,16,21.5,11.2,55.1,12.2,0.5,2,1,3.5,18.4,0.5,1.5,1,3,1,3.6,11.5,24,16,51.5,2,10.6,13.1,89.5,0,0,1.5,46,46,47,45.5,0.5,2.5,0.5,3.5,266.7,1.3,0,9.2,32.5,7,13.2,2.6,3.5,6,6.5,16,1.6,0,-1138777.5,-1236890.5,1922276.5,2780819.5,2544510.5,2948315.5,5288823.5,5967994.5,4756656,-373321,-6.9,-9,0.2,5.1,5,6.1,10.2,10.8,8,-3,4,102.5,28.8,0,1,1,2,70,7.5,22.5,0,63.8,3.4,75.2,14,9,26.1,6.7,3.6,62,38,0.5,2,1,3.5,0,3.5,6,3.5,3.5,13,3,0.5,0,0,0.5,3.4,652,894.9,708.8,298.5,2,3,1.5,6.5,2.6,13,2.7,1.5,4,1300,6.6,4,3,13.5,3.5,2,3.5,0,29.5,4.7,62.1,18.5,37.4,29,41.5,0,1,1,0,0,1,1,1,0,0,0,2,0,0,1,1,0,2,2,0,0,0,1,0,10950,19,"100%",10950,NA,"",NA,NA,"",NA,37,"100%",10950,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,24,"100%",10950,NA,"",NA,NA,"",NA,NA,"",NA,"93111",61.5,61.5,205,61.5
"306","93203
(35.195230440000444, -118.83700960899972)",1,"Kern","Midcoast, Central & Inland",2,1,1,3,3,1,0,0,0,0,7,9,10,11,3,0,0,0,33,3,0,1,0,0,0,0,4,1,2,6,0,0,0,0,9,5,4,0,0,0,0,0,9,23.3,16.5,46.4,13.8,3,0,1,4,16.4,1,4,0,5,9,2.4,34,33,18,85,3,4.6,7.9,45,0,0,4,14,32,44,37,3,1,3,7,212.5,2.7,3250,13,40,3,20.9,4.7,9,11,6,26,0.8,3,442921,433611,285909,274036,260803,35505,624003,71684,-712073,-481848,10.1,9.4,6,5.4,5.1,0.7,12,1.5,-13.8,-9,1,81,68.9,1,1,2,4,93,40,12,1.4,32.4,6.8,86.7,9.1,4.2,44.6,14.9,0,52,48,1,3,2,6,0,8,8,4,2,20,1,2,2,0,4,0,161.2,505,163.5,NA,6,3,0,9,NA,NA,0,0.4,3,4000,3.6,21,19,19,3,0,0,0,62,9.9,48.5,10.6,27,35,50,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4016,14,"98.6%",3958,16,"1.4%",58,NA,"",NA,32,"98.6%",3960,34,"1.4%",56,NA,"",NA,NA,"",NA,NA,"",NA,21,"98.9%",3971,23,"1.1%",45,NA,"",NA,NA,"",NA,"93203",5.67,5.67,81,5.67
"307","93210
(36.14731239000048, -120.35862618999971)",2,"Fresno","Midcoast, Central & Inland",5,0,0,0,0.5,1.5,0,0,0,0,2,1,0.5,0.5,0,0,1,0,3,0,0,0,0,0,0,0,0,0.5,0.5,1.5,0,0,1.5,0,4,0,0,1.5,0,0,0.5,0,2,NA,NA,NA,NA,0,0,0,0,11.9,0,0.5,0,0.5,4,3.1,7.5,6.5,6.5,20.5,6,5.6,5.9,90,0,0,0.5,19,30,41,30,0,0,0.5,0.5,NA,2.8,0,12.5,31,0,22.6,6.5,7,3.5,5.5,16,0.8,0,-378561,1437343,743664,2095707,4331582,3726831,1449144,1719625,-1201042,NA,-4.6,15.9,7.7,15.9,21.1,16.3,5.9,7.2,-5.7,NA,5,99,NA,0,0,0,0,78,0,31,4.3,40.6,5.8,95.4,2.2,2.4,46.4,2.9,NA,42,58,0,0.5,0.5,1,0,0,1.5,0,3,1.5,4.5,0,0.5,0,0.5,0,429.7,696.6,418.4,NA,0.5,0,0,0.5,NA,NA,NA,0.8,5,500,4.7,1.5,1.5,5,0,0,3,0,11,24.6,61.1,14.3,26.9,20,49,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,4920,12,"99.7%",4907,17,"0.3%",13,NA,"",NA,31,"99.4%",4891,30,"0.6%",29,NA,"",NA,NA,"",NA,NA,"",NA,21,"99.4%",4891,20,"0.6%",29,NA,"",NA,NA,"",NA,"93210",43.56,43.56,198,43.56
"308","93215
(35.77431104800047, -119.24142968599972)",3,"Kern","Midcoast, Central & Inland",4,0,0,0.3,1.7,0.3,0,0,0.3,0,2.7,1,0.3,0.7,0,0.3,0.7,0,3,0,0.7,0.7,0,0,0,0,1.3,2,1,0.7,0,0,0,0,3.7,0.3,0,0.7,0,0,0,0,1,22.8,8.1,50.2,18.8,0.3,0.7,0.3,1.3,8.3,0.7,0.3,1.3,2.3,3.3,2.8,14.7,15.7,12.3,42.7,10.3,6.3,6.1,37.3,0,0.7,0.3,43,46.7,48.3,49,0.7,0.7,0,1.3,195.7,1.2,0,4.9,49,12,12,7.4,8,8.3,4.7,21,1.3,0,59813,1546944.7,1067514,1301037,1478287.3,953512.7,953418.7,2052460,2096782,248837.5,-13.2,0.3,-1.6,2.1,1.2,1.7,1.9,2.7,3.6,2.3,3.7,81.7,24.4,1.7,1,0.3,3,97,49,25.3,0.7,59.9,4.4,70.6,22.3,6.1,26.7,8.3,1.5,61.7,38.3,0,1.7,0.3,2,0.1,2.3,2,3,3.7,7.3,3.3,0.3,0.7,1,2,1.8,415,648.5,578.8,268.4,0.7,0.3,1.3,2.3,0,8.8,0,0.7,3,13666.7,4.8,3.7,3.7,3,0,0.3,1,0,11.7,8.5,49.8,11.3,27.4,25.3,37.3,0,0,2,0,0,1,2,1,0,0,1,2,0,0,1,1,1,3,3,0,0,0,1,0,11459,14,"99.9%",11452,16,"0.1%",7,NA,"",NA,32,"98.8%",11323,26,"1.2%",136,NA,"",NA,NA,"",NA,NA,"",NA,21,"99.9%",11450,23,"0.1%",6,22,"0%",3,NA,"",NA,"93215",7.35300000000001,7.35300000000001,245.1,7.35300000000001
"309","93230
(36.33485151800045, -119.64951694699971)",3,"Kings","Midcoast, Central & Inland",3.7,0,0,0.3,0,1.7,0,0,0.7,0,2.7,0,0,1.3,0,0,1,0,2.3,0.7,0,0.3,0,0,0,0,1,0,2.3,5.3,0,0,1.7,0,9.3,0,0,2,0.3,0.7,0.7,0,3.7,29,10.4,46,14.6,0.3,0,0.3,0.7,16.6,0,0,0.7,0.7,5.7,2.6,11,15,10.3,36.3,1.7,4.4,5.1,78,0,0,0,17.7,21.7,23.7,23,1.3,1.3,1.3,4,237.1,3.1,0,8.8,22,1,19.7,9.1,5.3,7.3,3.7,16.3,0.9,0,-160695.3,-37994.7,-68455.3,141740.7,31262.7,83473.3,-14928,40846,116380,-47866.7,-3.4,-0.7,-1.4,2.1,0,1.4,0,0.9,1.8,-0.5,4,109,54.9,0.3,0.7,0.7,1.7,83.7,14.7,47.7,0.4,32,6.2,74.9,17.1,0.9,40.8,20.5,7,74.7,25.3,1,0.7,0.7,2.3,0.1,1.7,2.7,1.7,2.7,6,4,0.3,0.3,0.7,1.3,2.7,168.2,537.7,276.1,209.7,0.7,2,0.7,3.3,2.2,14.2,2.3,0.2,2.3,0,3.7,1,2.3,10.7,0.3,0.7,4,0,19,1.2,36.1,10,21.4,7,44.3,0,0,1,0,0,2,3,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,0,26181,14,"100%",26172,16,"0%",8,17,"0%",1,32,"100%",26172,26,"0%",8,35,"0%",1,NA,"",NA,NA,"",NA,21,"100%",26172,22,"0%",8,24,"0%",1,NA,"",NA,"93230",53.301,53.301,327,53.301
"310","93240
(35.615892147000466, -118.4228567189997)",1,"Kern","Midcoast, Central & Inland",2,0,0,6,16,11,0,0,2,0,35,5,3,6,0,0,0,0,14,0,1,0,0,0,0,0,1,3,2,3,0,0,1,0,9,3,6,14,0,0,0,0,23,NA,NA,NA,NA,1,1,0,2,16.7,1,2,2,5,0,2.3,27,24,19,70,0,5.2,4.3,91,0,0,3,4,12,22,12,0,1,1,2,NA,8.5,0,NA,1,1,8.7,0,2,6,6,14,0.8,0,-993912,645390,762998,790416,226731,-1245574,-165465,-303010,337869,NA,-5.6,3.2,3.6,3.5,1.2,-6.8,-0.8,-1.7,1.8,NA,2,74,NA,2,1,1,4,86,9,36,1.9,37.7,9.4,86.8,4,9.2,50.9,0,NA,60,40,2,3,2,7,0,11,7,6,5,24,1,4,1,1,6,0,712.2,712.7,711.9,NA,4,2,0,6,NA,NA,0,0.6,3,3000,3.7,17,28,34,0,0,3,0,82,4.3,58.7,10.6,24.5,11,52,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,3292,16,"100%",3292,NA,"",NA,NA,"",NA,26,"100%",3292,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,23,"100%",3292,NA,"",NA,NA,"",NA,NA,"",NA,"93240",10.36,10.36,74,10.36
"311","93247
(36.204801158000464, -119.08748614099972)",1,"Tulare","Midcoast, Central & Inland",2,0,0,0,4,2,1,0,1,0,8,0,3,2,0,0,0,0,5,0,0,3,0,0,0,0,3,6,3,4,0,0,0,0,13,3,7,1,0,0,0,0,11,24,14.6,46.4,15,1,0,0,1,1.4,0,1,1,2,0,2.7,15,17,14,46,2,3.4,0.9,60,0,1,0,14,22,28,23,1,1,2,4,173.9,2.2,0,9.1,38,1,8.3,15.2,7,7,6,20,0.9,0,110790,160340,11146,334448,415518,-156916,43263,115611,132954,131447,2.5,3.3,0.2,6,7.1,-2.6,0.7,1.9,2.1,2.1,2,99,38.6,4,0,0,4,97,38,53,1,25,15,91.4,4.2,0,49,10,4.4,66,34,0,2,0,2,0,1,4,1,3,6,2,1,1,2,4,7.9,163,523.5,NA,208.2,0,1,2,3,NA,NA,3,0.1,2,20000,3.7,9,17,12,1,0,1,0,40,3.4,35.2,10,24.4,7,39,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4167,14,"96.5%",4022,16,"3.5%",145,NA,"",NA,26,"100%",4167,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,22,"79.4%",3309,23,"20.6%",858,NA,"",NA,NA,"",NA,"93247",2.97,2.97,99,2.97
